text,intra_sentence_similarity
this particular time I picked the boy up,0.296500504
and I was swinging him around,0.317965269
swinging picking him up by the arms,0.314948291
and I spread my legs wide open,0.266783655
and I was swinging him backwards and forwards,0.353339255
and I felt something snap in my back,0.271251559
I was in excruciating pain,0.312379658
I almost dropped the kid,0.300621748
I found out later that I had torn something in my back which required me to be on steroids,0.234607682
but this was pain like I have never felt before,0.387270391
because even just to walk or or roll over in the bed to move a leg or even to move your arms its all tied into the back,0.271580309
it would be like a knife was twisting so,0.316551983
thats thats the injury,0.386976868
and it put me outof commission for a couple of weeks,0.19429253
and the thing that comes to the to the top of my mind when it comes to me having difficulty communicating with someone else,0.31701088
its the family that I described earlier with a child,0.311778218
theyre Hispanic,0.425181657
and their English is not very good,0.345802903
the kids speak English very well because they learned that in grade school,0.315256029
but whenever oh I wanna do something with the kids or try and find out what they want,0.299699992
I help them with their homework,0.416640133
my wife she speaks Spanish,0.31378445
so its alright when she goes over there,0.32908082
but when it comes to me trying to convey my thoughts,0.369772047
and trying to convey my wants and desires,0.397436798
and also me trying to listen to theirs,0.398416787
I dont always understand what theyre talking about,0.385467798
or and then and they dont understand what Im talking about,0.284781665
yeah in high school a friend of mine myself and a friend of mine we ditched class sothat we could climb CamelbackMountain,0.210325971
neither one of us had ever climbed CamelbackMountain,0.309858561
so we didnt realize exactly youknow where to go or where to start,0.305803597
we just picked a spot on the northern side of the mountain,0.305035621
youknow walked in between some of those very expensive homes,0.257984042
and started climbing,0.498818398
little did we know we really had gotten ourselves in in alotof trouble doing that,0.320281506
there were times where we were actually hanging onto cliffs or trying to climb up cliffs youknow just to just to get from one point to another,0.283243388
about halfway up were sitting on this rock after we helped each other up this difficult spot,0.261703312
and I said to him I says,0.316324919
man theres no way we can go back the same way we came,0.279341549
and he says,0.357835323
I know,0.711234093
and I said,0.329179674
Im serious,0.336475819
he goes,0.508027434
so am I,0.579804659
and so we knew the only way the only thing we we figured what we hadta do is make it to the top,0.323799282
and hopefully there would be an easier way we could come back on the other side,0.324409962
but then we would still hafta hike all the way back around the mountain to get to our car,0.296023935
to make a long story short,0.350918889
youknow we were all scuffed scuffed up,0.287413746
we were tired scratched up lor clothes torn,0.247573227
but we could finally see we were kindof getting to the top,0.341800809
as we were approaching the top we saw more people up there,0.273481488
and older people younger people,0.519746006
we couldnt believe it that youknow these people all these people had made it to the top when we had such a difficult time,0.30018121
so when we got to the point where we could actually talk to these people we we asked them,0.385448217
howd you get up here,0.3626616
they said,0.538892329
oh we took this trail youknow down here on the other side,0.240036145
and we couldnt believe that there was a trail,0.297892064
so after that experience youknow I thank God for helping us through it,0.277135491
because it it really it really made me understand why people hadta be rescued from CamelbackMountain,0.384081304
and I understand how people can get stuck,0.340716779
why helicopters hafta come in and rescue people off of ledges,0.191151738
but prior to that experience I I I couldnt understand how could people get to a certain place and not get back down the same way,0.317535847
a couple decided they would go white water rafting,0.307378262
and so they were white water rafting,0.390398383
the man told his girlfriend to put on her vest,0.243186697
and she said,0.380783647
I can swim,0.423606336
I dont needta put on a vest,0.229943529
and he goes,0.344690859
well Im gonna put mine on because I think thats just a safe thing to do,0.251049846
so as theyre white water rafting the further down they got the rougher the water became,0.301455766
and as as they continued to go down the water got so rough that her life vest her life vest fell outof the boat,0.216470629
and seconds later the boat tipped over,0.326711565
so both of them are are are are in the water with the rapids in the in the rapids hitting rocks with the heavy flow of the stream going going by them,0.319201738
fortunately the man since he had floated he was able to to stay afloat and last long enough to to float to the edge and grab a branch,0.260543704
his girlfriend was coming quickly behind him,0.351421863
and as hes hanging onto the branch hes reaching for her,0.237512991
early one morning its time for little Johnny to go to school,0.248011962
little Johnnys about to walk out the door,0.251298785
but mom stops him,0.394797385
and says,0.503794968
Johnny you better take this umbrella with you because I heard the forecast,0.27965495
and I think its gonna rain,0.223371804
Johnny says,0.54015094
oh Mom,0.656256735
I dont need an umbrella,0.276721835
umbrellas are for sissies,0.36996457
and besides a little bit of rain isnt going to hurt me,0.219074219
she says,0.534550965
I think you should take it,0.516239703
no I dont need it,0.410349101
Ill see you later Mom,0.239637792
so as Johnny is walking to school it starts to rain,0.219318569
at first a little bit and then harder and harder,0.345720857
and as Johnny is walking hes putting his hands over his head trying to stop all the wetness from falling on his face,0.236936644
and hes hating himself for not having to for not having to get that umbrella,0.326494396
so he races back home youknow he races back home,0.333191007
and when his mom opens the door hes soaking wet,0.212400898
and his mom looks at him disappointedly,0.252595395
and said,0.513667703
see youre all wet because you didnt take the umbrella,0.270197511
maybe next time youll listen to me,0.3629255
so Johnny took the umbrella,0.22511211
and went outside while it was still raining,0.372247934
and this time he used it,0.37122488
and he figured,0.410248011
hey I guess umbrellas arent for sissies after all,0.225267738
Bobby loves to play soccer,0.290644348
he loves playing soccer so much he can even play by himself,0.271770686
he was outside in his front yard one day just practicing kicking the ball,0.28732875
he kicked it so hard boomo,0.407740563
it went right through his neighbors window,0.328729331
and when it went through the window it went right into the neighbors living room,0.322167426
knocked over a lamp close to where a man was sitting,0.276795954
it startled the man,0.436866939
the man picked up the ball,0.330711246
and looked out the broken window to see where the ball had come from,0.29533416
okay,0.99999994
there was once a girl called Cinderella,0.296286285
she didnt have any parents,0.339318216
and she lived in an orphanage,0.295461237
so but there was a she lived in an orphanage,0.271947205
and the orphanage was looking for a family to take her,0.296630025
so they put out a notice,0.359894156
a mother that had that had two daughters showed up at the orphanage to see Cinderella to take her in,0.233346507
they saw Cinderella,0.348124921
the orphanage director introduced ll Cinderella,0.239739969
she Cinderella did a curtsy,0.288786918
said,1.000000119
pleasure to meet you,0.482878745
and they took Cinderella away,0.282621562
once they got Cinderella home she u found out Cinderella found out that the stepmother was really mean and so were the stepsisters,0.250498861
all they made her do was chores all day long,0.282099307
nothing but work work work,0.680213034
Cinderella do this,0.410323501
Cinderella do that,0.390493274
Cinderella get my food,0.321618795
Cinderella do the laundry,0.275812775
Cinderella feed the animals the cats the dog the horses,0.361732334
all Cinderella could do was just work work work all the time,0.351141691
all in the later later that evening a invitation came to the house from the king inviting all the girls all the unmarried ladies to the princes ball sothat perhaps the prince could find somebody to marry,0.308929026
and so everybody was excited that they were going to go to the ball,0.316898227
and and so was Cinderella,0.348834217
she thought she would be going too,0.426451653
Cinderella went into a bed i while she was cleaning she went into a bedroom and saw a beautiful dress,0.226446688
and so she went ahead and tried the dress on,0.26815775
however when the stepmothers and stepsisters came in and saw her with the with the dress and also the jewelry she was wearing she says,0.31500566
what are you doing,0.506122887
what are you doing,0.506122887
Cinderella says,0.483765066
well Im going weve all been invited to the ball,0.223613679
Cinderel and the evil stepsisters and the stepmother said,0.402697563
youre not going,0.481596708
youre ugly,0.388140887
youre staying here,0.457266271
nobodys gonna wanna marry you,0.426799327
and they snatched the jewelry off of her,0.285907954
and they snatched the dress off of her,0.297133327
and says,0.503794968
youre not going anywhere,0.46441704
were going to the ball,0.356403261
and one of us will marry the prince,0.306142688
but youve got to stay home because nobody wants to marry you anyway,0.349987149
and so off to the ball they went,0.318382859
Cinderella stayed at home,0.352718413
and she was crying,0.402705461
and before you knew it she was crying so hard allofasudden she started hearing bells,0.302993894
and theres twinkling all around,0.410856694
and a fairy godmother appeared,0.356928021
and Cinderella says,0.331690997
who are you,0.427433103
Im your fairy godmother,0.274037719
and Im here to to grant your wish to go to the ball,0.292057812
and Cinderella says,0.331690997
well I cant go because I dont have a dress,0.287080348
and I dont have a way to get there,0.291113585
so fairy mother,0.465275556
and and created a dress for her,0.383411199
she says,0.534550965
oh the dress is beautiful,0.285081148
but I dont have any shoes,0.370936424
she may waved her magic wand again and and there was some glass slippers for her,0.267492115
so she put on the glass slippers,0.243699729
so now she was truly a beautiful a beautiful beautiful young lady,0.350585163
so they walked outside,0.46025154
and Cinderella said that,0.335069776
I dont have a way to get there,0.317806959
and the fairy godmother says,0.340212852
well get that pumpkin and those mice,0.333578974
theyre your friends,0.44286114
tell them to come over here,0.413808793
and the dog seems to like you too,0.332178533
so fairy godmother waved her magic wand,0.396086097
and the pumpkin turned into a carriage,0.343195438
and the mice turned into horses,0.353628486
and the dog turned into a chauffeur,0.279596776
so they all or so so Cinderella now was able to go to the ball,0.280857116
she got into the carriage,0.328501344
and off to the ball they went,0.335680425
when Cinderella arrived everybody was stunned at her beauty,0.267676681
they couldnt believe how incredible she looked,0.37477687
ah but she tried to remember as much fun as Cinderella was having she tried to remember one thing that her fairy godmother had told her,0.253686309
she says she needed to be back by midnight,0.262610227
she says if she wasnt back by midnight the pumpkin was gonna turn back in or the carriage was gonna turn back into a pumpkin,0.170863166
and that the horses were gonna turn back into mice,0.255766392
and that the chauffeur chauffeur was gonna turn back into the dog,0.22132811
so Cinderella figured she can enjoy herself until then,0.292116761
she was having so much fun she lost track the time,0.28173998
and when she looked up at the clock she noticed that it was almost twelve oclock,0.26608026
and while she was dancing with the prince she quickly broke away from him and says,0.288733512
I gotta go I gotta go,0.437258661
and she and the prince says,0.376416951
no you cant go,0.375224024
I think I found my true love,0.42515853
Cinderella continued to run,0.331242859
I got to go,0.398247123
I must go,0.441550642
and as Cinderella was running out she left a shoe behind,0.239253208
she hesitated for a second to get it but realized she didnt have enough time,0.306074113
so she quickly hopped into the carriage,0.325905919
the carriage drove drove off,0.39451924
and got her home just in time,0.325351954
the clothes turned to rags,0.32037133
the carriage turned into a pumpkin,0.341394275
the horse turned into mice,0.336060166
and the chauffeur turned into the dog,0.314045846
back at the palace the prince while he was chasing Cinderella noticed that there was a glass slipper that was still there,0.290467262
so he picked up the glass slipper and said,0.227611586
I must find this woman,0.38599214
whosever foot can whosever womans foot can fit into this shoe thats the person that Im going to marry,0.220050722
so so the prince went from house to house looking for females to fit that shoe,0.276685357
how one house after another,0.42032069
none of the females foot would fit into the glass slipper,0.253771216
and so finally he came to Cinderellas house,0.303236604
as the prince arrived the mother and the evil stepsisters they locked Cinderella into the closet,0.313248932
where she couldnt get out,0.323955148
and so the prince came in,0.348482907
and the two daughters tried on the shoes with all of their might the shoe with all their might,0.331474841
and they could not put their feet into it,0.332619637
however her friends the little mice noticed that that the prince was there,0.381418616
and so they found a key to the room,0.321014464
and they gave it to Cinderella sothat she could open the door,0.268657386
and the prince could see that there was another woman in the house,0.352351725
so the prince asked her to try on the shoe,0.260335684
and she did,0.392446101
and magically youknow she transformed back into the lady that he saw that night,0.290497303
and and the prince realized,0.541853547
scuse,1
the prince realized that he had found the love of his life,0.352293253
so they got together,0.482406139
they they drove back to the palace,0.386853546
got married,0.551104128
and live happily ever after,0.36441958
go to the pantry,0.338121772
take out a jar of peanut butter,0.267869443
go into the refrigerator,0.336175293
take out some jelly preferably with some brandy in it,0.30613029
and then go to the drawer,0.356233507
take out a knife,0.366785765
take take the bread outof the bread box,0.293132246
and go to the pantry,0.336942375
get a plate,0.43917042
put the bread on the plate,0.370848656
and take your knife and open the can of open the jar of peanut butter,0.269069374
dip the knife in,0.312276781
take the take a big knife full of peanut butter out,0.255529702
spread it on to one of the piece one of the slices of bread which are side by side on the plate,0.295663804
and then take the same knife with the peanut butter in it and put it into the jelly jar leaving a little bit of peanut in peanut butter in the jelly jar,0.243061543
taking scoops of knifefuls of jelly out spreading it on the other side of the on the other piece of bread,0.30065307
folding the two slices of bread together with the peanut butter and the jelly touching each other all aligned correctly,0.348264784
slicing the bread in half preferably diagonally,0.424259901
and eating and then your peanut butter and jelly sandwich is ready,0.323737472
its Juniors birthday,0.289551944
and his mother has arranged a party for him,0.321621448
and just as the guests starts agrret start coming in through the door the dog jumps onto the table onto the birthday cake and messes up the birthday cake and starts climbing off the table and apparently eats a big chuck of the birthday cake climbs off the table leaves tracks on the table and on the carpet and hides under the rug while the mother gets a broom to try to scold the dog and and is scolding the dog,0.236535206
and the boy whose birthday it is is crying because his birthday cake has been eaten and spoiled the day,0.210011527
the request kindof begs the question,0.430267215
our family was in a major accident while at a hotel in southwestern Virginia while at a resort in southwestern Virginia,0.273581296
we went on a horse and buggy ride in a visavis carriage,0.251956522
our kids were in the back of the carriage facing forward,0.321297824
we were in the front of the carriage facing back,0.354614109
the carriage starting going up a hill,0.361947656
the horse was balking,0.375852525
I without without really thinking and moving as quickly as I could I picked up the kids and got them off the carriage and suggested to my wife that we dive off the carriage which I did onto the ground,0.263031155
and she tried to step down and got her foot caught and was dragged,0.261822373
I hit my head and dislocated both knees was unconscious for a few minutes when the kids were hovering around me telling me that mommy was dead,0.205373123
and I told them I told the kids to go for help since the driver of the carriage was attending to the horse and not to the passengers,0.260062158
the kids ran for help,0.281829059
and I tried to get my legs back together,0.320630282
we all my wife was flown to Roanoke hospital,0.206780687
I went I drove with the kids to the hospital where I was treated for dislocated for dislocated knees,0.224678189
and my daughter was treated for a head injury,0.250035226
my son was treated for a mild pneumothorax,0.232070595
and it was and we hadta stay there for weeks while my wife recovered,0.251359373
and all in all it was a nightmare,0.30083856
okay,0.99999994
at first I would be short and curt with people and not work with them to to communicate,0.29656148
I wouldnt be very pa pathe excuse me empathetic,0.295543611
but having lived through this I realized the problems in communicating,0.384429306
and I noticed that alot alotof people who have difficulty communicating are aware of their difficulty communicating which makes them extremely anxious and makes the situation worse,0.318866044
so I try to put them at ease saying youknow,0.29295972
take your time,0.540046811
dont worry about it,0.424233466
I have problems myself,0.522456408
and try to try to relax,0.477363318
and youknow if you dont if you wanna share something with me and tell me something fine,0.312124223
if you dont its okay too,0.348916382
xxx Frank,0.473394752
Frank,1
his name,0.547391117
its name,0.547507882
it was a he,0.463180691
oh Im gonna do,0.30873999
am I not allowed to repeat,0.351750374
ERROR,1
okay I had fallen down about four years ago,0.242596328
I had fallen down steps at my mother inlaws apartment here in Scottsdale and ended up on the ground,0.21601513
I hadnt blacked out or anything but everybody around me was very frightened and scared,0.284771532
and apparently I had I cracked my head open,0.310639441
well I just had a a head injury,0.325420082
I tried to I actually was alittle scared myself but tried to calm them down saying that youknow I felt okay and whatever,0.339370579
they immediately called the ambulance took me to the hospital,0.336605668
and my nephew was with me in the ambulance and he was very upset,0.234266669
and I was trying to calm him down and joking around with the medical technicians and the paramedics,0.319336653
and but I I was still I was still afraid,0.405273318
an airplane went down into the Potomac with ninety some odd people aboard,0.214965329
and some of them managed to get outof the water or get outof the plane into the water,0.278981209
paramedics and rescue teams tried,0.37302506
a young girl who looks amazingly like my daughter was stuck in high currents in the river,0.213617742
and one of the rescue team tried to get to her,0.290163904
and it successfully rescued her brought her to shore,0.340741396
and unfortunately there were a number of fatalities but most of the people were rescued and brought back into the into shore,0.337561429
the end,0.63970381
and when his mother cautions him that its going to be raining and that hes going to need an umbrella he insists,0.28110683
mom Im okay,0.392693281
Ill just chance it,0.444153428
goes out and ends up in the rain and runs back home soaking wet where he picks up the umbrella and goes back off to school,0.246694073
a boy is playing soccer outside kicks the ball into the window of a neighbors property where it goes through the window and lands in the lap of a man who is sitting in his easy chair,0.224310815
it obviously breaks a lamp,0.399651945
and the man is fairly upset looks out the window,0.264704943
the boy has hidden so he doesnt know who has done it,0.235310748
but in his in his rage he has over the incident he has toppled over the chair the lamp and the table and knocked them outof the way and is very frustrated over the situation,0.277824551
okay a soon to be wicked stepmother is living with her daughters when somebody brings a little girl to stay with them,0.258829296
the little girl is very polite curtsies to the family and thinks that shes going to be spending time on an equal footing with the rest of the family,0.281070501
however while the mother and daughters are busy primping themselves and having a good time shes left to work with the farm animals and gets to know them and takes care of them,0.294791579
shes spends her time sometimes looking outof the window at the faroff castle in the distance wondering what life would be like in the big castle,0.237206653
turning to the castle the king is very upset because his son has not taken a bride,0.270353198
and he brings his top advisor to to develop a strategy to find a wife for his son because he doesnt wanna linq die and relinquish his crown to his son without a wife to carry on the line,0.204881102
they decide to put an announcement out to all the all all the eligible all the families with eligible young women,0.33226642
a bulletin which ends up at the house of the wicked stepmother and her daughters,0.262437403
they read the notice,0.438838005
Cinderella listens and finds out about it goes up into the bedroom and moans and longs to put on a beautiful dress that she sees there wanting to go to the ball herself,0.224216715
the family gets ready and apparently they buy the sisters all all stuff to get them up to go to the ball,0.296451539
and Cinderella is left alone when allofasudden her fairy godmother appears and says,0.270556718
Cinderella you are in luck,0.240338042
I am your fairy godmother and I am gonna take care of everything you want,0.24334842
I know you wanna go to the ball,0.321543932
we can do it,0.534577966
she plunks her magic wand and suddenly the mice turn into horses,0.310095638
a pumpkin turns into a a coach,0.334257513
and she makes up a pair of glass slippers and a dress for Cinderella plunks her magic wand again fixes Cinderellas hair,0.216723666
Cinderella in her glass slippers gets up into the carriage and goes to the ball arriving at the ball in style with the carriage man who was I think a cat,0.206022307
Im not sure,0.363532603
but in any event she forgets the fairy godmothers warning that she must be back by midnight,0.263310611
shes having such a good time with the prince dancing,0.297165424
the prince is obviously madly in love with her or the glass slippers,0.240889534
I think its the glass slippers,0.272518456
anyway he decides that this is the girl for him and shes swept off her feet when allofasudden she hears the gonging of the bell tower and realizes that its midnight,0.236080796
she rushes off to get back into the carriage runs down the steps of the castle tripping losing one of her glass slippers hobbles onto the carriage,0.263060033
carriage goes off,0.425897747
and just in the nick of time the carriage turns back into a pumpkin the horse into mice,0.280578375
and Cinderella is left weeping in her shed with the animals and looking at the glass slipper remembering the great time she had at the ball and realizing that its all for naught,0.274523795
meanwhile the prince has told his father he has found the woman of his dreams,0.310698569
she has lost a glass slipper behind her,0.268336594
and if he goes around if he has his the kings advisors go around and try on have different women try on the glass slipper hell find his beloved who must fit the slipper,0.197124079
not realizing that eighty women in the in the in the kingdom or a hundred and eighty women in the kingdom all are a size five slipper he is he c accidently goes his his fathers advisor goes to the house of Cinderella first where they all try on where all the girls try on the glass slipper trying to get into it,0.219194457
they cannot,0.644354641
and they see Cinderella,0.330277741
they ask her to try on the glass slipper,0.255441308
sure enough it fits,0.496763706
and shes brought back to the castle where she weds the prince,0.312302172
they get married lived happily ever after have three children,0.314878047
two two boys who end up fighting over the kingdom thirty years later,0.289174944
the country breaks the kingdom breaks out into civil war,0.367187798
and is destroyed under its own weight of greed,0.320199132
first I get the bread outof the refrigerator,0.257185549
then I get the peanut butter outof the cupboard,0.278088987
then I get the jelly outof the refrigerator,0.276340574
and then I put the bread on a plate,0.295414239
and I spread the bread with peanut butter after getting out a knife,0.277627558
and then I use the knife to spread jelly over the peanut butter,0.277234554
and then I put the other piece of bread on top of the peanut butter and jelly spread over the bread,0.277015001
well Joshua the cat was stuck in a tree,0.195149526
and Mary was panicking,0.350697011
Mary this is Marys cat,0.282807499
oh so Marys dad climbed up a got a ladder climbed up the tree to get the cat for Mary,0.158609957
and in the meantime the ladder fell,0.370147288
and the dad was stuck in the tree with the cat,0.261314005
but they werent close enough to to rescue eachother,0.354793698
in the meantime the firemen were coming to rescue both of them,0.366329789
and Mary was ready to catch the cat,0.216482401
and so there was a happy ending to this because the firemen were going to take care of the whole thing and rescue everybody,0.313393742
and life would be back to normal,0.386216342
my sister had a stroke if you wouldnt mind,0.266462237
I sprained my back which took a couple of years to heal,0.226991862
and all I did was bend over to get something outof a drawer,0.216403097
and I felt like the left side of my body just rip,0.249416322
and I went to the doctor who told me it would only take a couple weeks to heal,0.246181726
this is sports medicine doctor,0.388888001
and immediately stretched started stretching my legs which was nskuieu,0.331753582
but in actuality so I went back to work actually after about four or five days thinking,0.275246888
and I had a pretty physical job doing visual merchandising at the time display for stores,0.270624608
thinking that I would be fine,0.431333691
and the experience pulled me after ke about four hours of standing pulled me down to the ground,0.245701075
I couldnt I couldnt I would pass out if I continued to stand,0.34937492
so I hadta ke lie flat on my back until I could get up and leave,0.238663018
and then go home and ke lie flat on my back for youknow until I could get up,0.211461321
so it was it was a a really incredible experience,0.403316796
it it it had me it xxx,0.502221227
so there the doctor really didnt do much,0.344319433
I ended up going to physical therapy which made it worse before it got better,0.281067133
and but that was just because they hadta massage the muscles,0.418496549
they say that sometimes a sprain is worse than a break,0.297105372
so that whole experience took about a year and a half,0.300119311
and and then my back finally healed,0.43519491
I and the depression that set in,0.363421738
not knowing quite what to do about it,0.463662803
I went to different people,0.353583634
different doctors and didnt know didnt didnt see any way outof the pain,0.250790119
so it finally ended and,0.411788702
ERROR,1
ERROR,1
in speech or in actuality,0.400138021
well yes I have a hearing loss,0.299010307
ERROR,1
I thought I Im a swimmer,0.347332001
so I thought my ears were just temporarily plugged from water,0.278778464
this n went on for years,0.226326674
called denial,0.644795418
and finally people started to tell me that the doorbell was ringing and I couldnt at work because I,0.260984331
and I worked in a a photographers studio at that point in time,0.274609685
and people useta ring the doorbell when they come in,0.342489451
and then I couldnt hear the doorbell,0.266266733
and people started pointing out that I was not hearing things,0.356877655
so then then I thought that if it was everybody elses problem because their speech was not distinct,0.380447954
youknow when they were talking to me I I couldnt I could hear ke tone and volume but I could not hear the distinction,0.267624766
so I youknow I kept thinking,0.455347747
well why dont these people talk a little bit clearer,0.291258067
whats,0.559942126
so that was the beginning of youknow finding out that I had a hearing loss,0.284780264
and now I have hearing aids,0.34320879
and its still a little difficult to actually get o the distinction sometime,0.35290581
youknow,1
yes,0.999999881
alright,0.999999881
Ill tell you the my my prison story,0.262779295
Im terrified,0.36296165
I found a little I went out on my patio one day and found a little ke cone shape structure attached to my wu,0.202374116
and so I was talking to my boyfriend about it,0.301610976
I said youknow,0.455196261
what is that,0.546081305
he said,0.528301835
oh thats just like a little wasps nest,0.313166022
and he happens to be a Native American person that is like not into killing anything,0.288014024
ke into Native American culture I should say,0.215764463
so so he said,0.472799778
they they wont hurtcha,0.500015259
those are just thats just a little wasps nest,0.356093019
a they dont have stingers,0.337795854
so then one morning I started watching this wasp,0.352543354
and it kept coming every morning ke for three days in a row,0.218963057
ke to a particular point on my doorway,0.246183664
so I finally checked out my doorway,0.366722137
and I realize that there was another wasps nest,0.336089104
but this one was a lil,0.339124441
so then I noticed that I had like two more wasps nests in my patio all in the same area around my doors,0.237752706
so so fear took over,0.382522047
and I I went I I called an exterminator,0.283296078
I said youknow,0.455196261
can I do this,0.497964591
or do I need you,0.516147792
and he said,0.372952074
you can do this,0.572234213
just go buy some wasp and hornet spray and break up the nests,0.260630399
well Ive Ive been spraying the nests for like four days now,0.218790203
but Im terrified of breaking up the nest,0.245039716
because Im Im afraid that Ill get stung,0.255261183
that theyll be youknow all these little bees will come out and attack me,0.279981822
so Im still at that point,0.302323103
I wake up in the middle of the night thinking about breaking up these wasps nests,0.257901132
in total terror,0.451110005
thats it,0.506868482
here I dont quite get it,0.423502564
it it looks like there are two people that were rafting and fell outof the boat,0.261469185
and caught up in a whirlpool,0.269080728
one of one of the the girl caught up in a whirlpool,0.285939276
and the guy was hanging onto a branch,0.290657163
and,1
he he looks more fearful than she does,0.343184471
she looks like shes more concerned than he is,0.284173101
so the story is that one of them is trying to rescue the other one,0.329382032
ERROR,1
she looks more concerned about him,0.378691673
and he looks a little bit petrified,0.354656368
but hes got the lifejacket on so hes probably the one that cant swim,0.215396062
www,1.000000119
mhm Joey was out playing ball in his front yard,0.246201172
and he kicked the ball so hard that it went through the window smashed the window and landed in his dads den where Dad was watching tv,0.204097733
but Dad knew,0.476350367
thats it,0.506868482
www,1.000000119
Mom said to Larry,0.263231754
Larry Id really like you to take this umbrella with you today because its gonna rain,0.238757804
and Larry said,0.39653641
no I dont need it Mom,0.364195019
its look look theres no rain,0.306181043
its sunny out,0.346728265
so Larry was walking to school and it started to rain,0.242834866
and Larry didnt have the umbrella,0.209936529
and he said,0.372952074
oh I oh I shouldve,0.421249777
he went when he did get home Mom was standing there angry at him because he didnt take the umbrella,0.23504442
and he was soaking wet,0.319997132
so from there on after Larry listened to his mom and took the umbrella every time she suggested it,0.222542763
Cinderella was a beautiful young woman who had two stepsisters and a stepmother that came into her family when her dad married,0.28335911
because her mother had died,0.442486793
Cinderellas stepmother was awful to her just awful,0.294559479
and Cinderella hadta scrub floors and work hard and wear rags,0.283006221
whereas the stepsisters had all the beautiful clothes and all the wonderful attention and love from the stepmother Cinderella didnt have,0.29751429
so one day there was an invitation for all three,0.28117457
and Cinderella was not included in the invitation because the stepmother wanted her two stepdaughters to go and meet the prince,0.280581772
there was a prince that was looking for a bride,0.345447809
clicks so the stepsisters got all dressed up and ready to go,0.250782281
and Cinderella was left feeling very left out,0.295918256
but Cinderella turned out to have a fairy godmother who dressed her up in the most gorgeous dress sothat she was the most exquisite person at the ball,0.223344386
and and she had all these little angels around that mice scurrying around to help her,0.327952713
and allofasudden a pumpkin coach arrived with the fairy godmothers wave of the wand,0.235378563
Cinderella dressed up beautifully got in the coach went to the ball,0.209972292
but the fairy godmother said,0.335898995
you hafta be home by twelve oclock in midnight in order for this to work,0.206536829
so Cinderella met the the prince,0.300178736
the two stepsisters were raving mad because she was so beautiful,0.279125363
the prince s the prince was giving her all the attention,0.358656317
and and the prince and Cinderella had a wonderful time together,0.363494873
but then Cinderella realized she hadta be on the way out by twelve oclock,0.237168893
so she ran down the steps of the ballroom to get back into the the the coach and left one of her shoes on the steps,0.256223172
she was in such a hurry her shoe fell off,0.199146807
so the prince spent clicks sent out all of his messengers inorderto find the woman that belonged to this shoe,0.235291183
because he knew that he was in love with her and that they would live happily ever after,0.326848865
so finally they arrived,0.474142134
and Cinderella was kindof hidden away,0.266224384
the two stepsisters were out there when the when the princes messenger came to the door to find out who belonged to the shoe,0.301931888
and somehow Cinderella was found in in the midst of all in the midst of all the drama about the stepsisters wanting to marry the prince,0.290475756
and being right there out in front,0.398450822
I dont know where Cinderella was,0.258292109
but she ended up being found by the prince,0.285744756
and they lived happily ever,0.406246036
take two slices of bread,0.342440486
spread peanut butter on one side,0.333185434
oh I dont like it,0.401370645
put jelly on another side,0.327078402
and put it together,0.403015077
and cut it slice it in half,0.303911984
going out in the backyard to play,0.328651011
and the father got got stuck on the tree trying to get the the kitten,0.266798228
he was climbing up on the limb when he got stuck on the tree,0.242349818
the the little girl was trying to help the she was trying to help her cat her kitty get down,0.270460129
and in the meantime the the dogs going up the trunk to save them,0.333560646
then somebody musta called the fire engine,0.324662924
and the firemen come and get them down from the ladder with a ladder to come get them down from the tree,0.315239519
nothings happened lately,0.620124161
yeah but I did have a broken arm when I was a young girl,0.277473599
I was playing hidegoseek,0.407752454
and I ran over a a clothesline that I I didnt see the clothesline,0.245144114
and I fell over and broke my arm,0.25870198
I went to bed,0.337887973
I didnt wanna upset my parents but I was my arm was hurting all most of the night,0.215646505
it was hurting until I couldnt take it any longer,0.310465872
and I went to my mothers bedside,0.296175808
and I told her I was I was in pain,0.26679793
and they my father took me to emergency,0.292127669
my mother spoke Italian,0.326307088
and I and I was speaking Italian since I was a baby,0.263045013
I that was my first language,0.324588925
then then I went to school,0.420499742
I started speaking English,0.387141526
and I still hadta speak Italian to my mother,0.292022467
she wouldnt she wouldnt speak English,0.298944652
when the dog chased me,0.304242313
and I was I was running outta,0.272970289
and the big dog starts chasing me and bit me on the back of my leg,0.233343765
and from then on I was Ive been afraid of dogs,0.217291608
I have a an awful fear of dogs,0.233197838
when they bark oh a just the barking alone scares me,0.308417082
theyre riding in a boat,0.289955974
and the boat flips over,0.332753092
he manages to grab a branch off a tree I think,0.240974754
what is that,0.546081305
but she didnt grab anything,0.339905024
thats scary,0.419808269
thats scary,0.419808269
the poor,0.604848266
the boy outside was playing with a ball,0.310167849
and l ball went through a window,0.261006385
and a man was sitting on a chair,0.311518461
and the ball hit the the lamp,0.385630071
flips it over,0.429363877
and the man has the ball and is looking at the window,0.311712176
but what happened to the lamp,0.358288765
what happened to the lamp,0.34776336
the mother wants the little boy to take the umbrella but he doesnt wanna,0.250006855
so he starts walking,0.389307082
and it starts raining,0.436297894
so when hes getting r r rain on his head,0.219595179
and hes going back to his mother,0.308241725
and he now hes got an umbrella,0.203470498
but howd he get the umbrella,0.246253058
now hes got hes walking up with the umbrella,0.216179892
but howd he get the umbrella,0.246253058
I forgot the beginning,0.382714748
the prince,0.64630568
no,0.99999994
